00000 | X=FFFF Y=FFFF Z=FFFF | jmp      00062
000E2 | X=0062 Y=0060 Z=FF40 | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=FF40 | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=FF40 | brne     $00DA
000DA | X=0062 Y=0060 Z=FF40 | st       Z, r1
000DC | X=0062 Y=0060 Z=FF40 | std      Z+1, r24
000DE | X=0062 Y=0060 Z=FF40 | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=FF42 | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=FF42 | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=FF42 | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=FF42 | brne     $00DA
000DA | X=0062 Y=0060 Z=FF42 | st       Z, r1
000DC | X=0062 Y=0060 Z=FF42 | std      Z+1, r24
000DE | X=0062 Y=0060 Z=FF42 | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=FF44 | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=FF44 | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=FF44 | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=FF44 | brne     $00DA
000DA | X=0062 Y=0060 Z=FF44 | st       Z, r1
000DC | X=0062 Y=0060 Z=FF44 | std      Z+1, r24
000DE | X=0062 Y=0060 Z=FF44 | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=FF46 | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=FF46 | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=FF46 | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=FF46 | brne     $00DA
000DA | X=0062 Y=0060 Z=FF46 | st       Z, r1
000DC | X=0062 Y=0060 Z=FF46 | std      Z+1, r24
000DE | X=0062 Y=0060 Z=FF46 | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=FF48 | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=FF48 | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=FF48 | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=FF48 | brne     $00DA
000DA | X=0062 Y=0060 Z=FF48 | st       Z, r1
000DC | X=0062 Y=0060 Z=FF48 | std      Z+1, r24
000DE | X=0062 Y=0060 Z=FF48 | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=FF4A | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=FF4A | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=FF4A | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=FF4A | brne     $00DA
000DA | X=0062 Y=0060 Z=FF4A | st       Z, r1
000DC | X=0062 Y=0060 Z=FF4A | std      Z+1, r24
000DE | X=0062 Y=0060 Z=FF4A | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=FF4C | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=FF4C | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=FF4C | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=FF4C | brne     $00DA
000DA | X=0062 Y=0060 Z=FF4C | st       Z, r1
000DC | X=0062 Y=0060 Z=FF4C | std      Z+1, r24
000DE | X=0062 Y=0060 Z=FF4C | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=FF4E | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=FF4E | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=FF4E | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=FF4E | brne     $00DA
000DA | X=0062 Y=0060 Z=FF4E | st       Z, r1
000DC | X=0062 Y=0060 Z=FF4E | std      Z+1, r24
000DE | X=0062 Y=0060 Z=FF4E | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=FF50 | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=FF50 | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=FF50 | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=FF50 | brne     $00DA
000DA | X=0062 Y=0060 Z=FF50 | st       Z, r1
000DC | X=0062 Y=0060 Z=FF50 | std      Z+1, r24
000DE | X=0062 Y=0060 Z=FF50 | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=FF52 | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=FF52 | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=FF52 | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=FF52 | brne     $00DA
000DA | X=0062 Y=0060 Z=FF52 | st       Z, r1
000DC | X=0062 Y=0060 Z=FF52 | std      Z+1, r24
000DE | X=0062 Y=0060 Z=FF52 | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=FF54 | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=FF54 | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=FF54 | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=FF54 | brne     $00DA
000DA | X=0062 Y=0060 Z=FF54 | st       Z, r1
000DC | X=0062 Y=0060 Z=FF54 | std      Z+1, r24
000DE | X=0062 Y=0060 Z=FF54 | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=FF56 | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=FF56 | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=FF56 | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=FF56 | brne     $00DA
000DA | X=0062 Y=0060 Z=FF56 | st       Z, r1
000DC | X=0062 Y=0060 Z=FF56 | std      Z+1, r24
000DE | X=0062 Y=0060 Z=FF56 | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=FF58 | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=FF58 | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=FF58 | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=FF58 | brne     $00DA
000DA | X=0062 Y=0060 Z=FF58 | st       Z, r1
000DC | X=0062 Y=0060 Z=FF58 | std      Z+1, r24
000DE | X=0062 Y=0060 Z=FF58 | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=FF5A | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=FF5A | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=FF5A | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=FF5A | brne     $00DA
000DA | X=0062 Y=0060 Z=FF5A | st       Z, r1
000DC | X=0062 Y=0060 Z=FF5A | std      Z+1, r24
000DE | X=0062 Y=0060 Z=FF5A | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=FF5C | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=FF5C | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=FF5C | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=FF5C | brne     $00DA
000DA | X=0062 Y=0060 Z=FF5C | st       Z, r1
000DC | X=0062 Y=0060 Z=FF5C | std      Z+1, r24
000DE | X=0062 Y=0060 Z=FF5C | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=FF5E | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=FF5E | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=FF5E | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=FF5E | brne     $00DA
000DA | X=0062 Y=0060 Z=FF5E | st       Z, r1
000DC | X=0062 Y=0060 Z=FF5E | std      Z+1, r24
000DE | X=0062 Y=0060 Z=FF5E | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=FF60 | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=FF60 | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=FF60 | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=FF60 | brne     $00DA
000DA | X=0062 Y=0060 Z=FF60 | st       Z, r1
000DC | X=0062 Y=0060 Z=FF60 | std      Z+1, r24
000DE | X=0062 Y=0060 Z=FF60 | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=FF62 | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=FF62 | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=FF62 | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=FF62 | brne     $00DA
000DA | X=0062 Y=0060 Z=FF62 | st       Z, r1
000DC | X=0062 Y=0060 Z=FF62 | std      Z+1, r24
000DE | X=0062 Y=0060 Z=FF62 | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=FF64 | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=FF64 | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=FF64 | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=FF64 | brne     $00DA
000DA | X=0062 Y=0060 Z=FF64 | st       Z, r1
000DC | X=0062 Y=0060 Z=FF64 | std      Z+1, r24
000DE | X=0062 Y=0060 Z=FF64 | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=FF66 | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=FF66 | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=FF66 | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=FF66 | brne     $00DA
000DA | X=0062 Y=0060 Z=FF66 | st       Z, r1
000DC | X=0062 Y=0060 Z=FF66 | std      Z+1, r24
000DE | X=0062 Y=0060 Z=FF66 | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=FF68 | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=FF68 | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=FF68 | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=FF68 | brne     $00DA
000DA | X=0062 Y=0060 Z=FF68 | st       Z, r1
000DC | X=0062 Y=0060 Z=FF68 | std      Z+1, r24
000DE | X=0062 Y=0060 Z=FF68 | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=FF6A | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=FF6A | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=FF6A | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=FF6A | brne     $00DA
000DA | X=0062 Y=0060 Z=FF6A | st       Z, r1
000DC | X=0062 Y=0060 Z=FF6A | std      Z+1, r24
000DE | X=0062 Y=0060 Z=FF6A | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=FF6C | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=FF6C | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=FF6C | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=FF6C | brne     $00DA
000DA | X=0062 Y=0060 Z=FF6C | st       Z, r1
000DC | X=0062 Y=0060 Z=FF6C | std      Z+1, r24
000DE | X=0062 Y=0060 Z=FF6C | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=FF6E | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=FF6E | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=FF6E | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=FF6E | brne     $00DA
000DA | X=0062 Y=0060 Z=FF6E | st       Z, r1
000DC | X=0062 Y=0060 Z=FF6E | std      Z+1, r24
000DE | X=0062 Y=0060 Z=FF6E | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=FF70 | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=FF70 | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=FF70 | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=FF70 | brne     $00DA
000DA | X=0062 Y=0060 Z=FF70 | st       Z, r1
000DC | X=0062 Y=0060 Z=FF70 | std      Z+1, r24
000DE | X=0062 Y=0060 Z=FF70 | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=FF72 | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=FF72 | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=FF72 | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=FF72 | brne     $00DA
000DA | X=0062 Y=0060 Z=FF72 | st       Z, r1
000DC | X=0062 Y=0060 Z=FF72 | std      Z+1, r24
000DE | X=0062 Y=0060 Z=FF72 | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=FF74 | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=FF74 | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=FF74 | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=FF74 | brne     $00DA
000DA | X=0062 Y=0060 Z=FF74 | st       Z, r1
000DC | X=0062 Y=0060 Z=FF74 | std      Z+1, r24
000DE | X=0062 Y=0060 Z=FF74 | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=FF76 | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=FF76 | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=FF76 | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=FF76 | brne     $00DA
000DA | X=0062 Y=0060 Z=FF76 | st       Z, r1
000DC | X=0062 Y=0060 Z=FF76 | std      Z+1, r24
000DE | X=0062 Y=0060 Z=FF76 | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=FF78 | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=FF78 | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=FF78 | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=FF78 | brne     $00DA
000DA | X=0062 Y=0060 Z=FF78 | st       Z, r1
000DC | X=0062 Y=0060 Z=FF78 | std      Z+1, r24
000DE | X=0062 Y=0060 Z=FF78 | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=FF7A | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=FF7A | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=FF7A | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=FF7A | brne     $00DA
000DA | X=0062 Y=0060 Z=FF7A | st       Z, r1
000DC | X=0062 Y=0060 Z=FF7A | std      Z+1, r24
000DE | X=0062 Y=0060 Z=FF7A | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=FF7C | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=FF7C | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=FF7C | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=FF7C | brne     $00DA
000DA | X=0062 Y=0060 Z=FF7C | st       Z, r1
000DC | X=0062 Y=0060 Z=FF7C | std      Z+1, r24
000DE | X=0062 Y=0060 Z=FF7C | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=FF7E | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=FF7E | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=FF7E | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=FF7E | brne     $00DA
000DA | X=0062 Y=0060 Z=FF7E | st       Z, r1
000DC | X=0062 Y=0060 Z=FF7E | std      Z+1, r24
000DE | X=0062 Y=0060 Z=FF7E | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=FF80 | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=FF80 | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=FF80 | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=FF80 | brne     $00DA
000DA | X=0062 Y=0060 Z=FF80 | st       Z, r1
000DC | X=0062 Y=0060 Z=FF80 | std      Z+1, r24
000DE | X=0062 Y=0060 Z=FF80 | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=FF82 | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=FF82 | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=FF82 | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=FF82 | brne     $00DA
000DA | X=0062 Y=0060 Z=FF82 | st       Z, r1
000DC | X=0062 Y=0060 Z=FF82 | std      Z+1, r24
000DE | X=0062 Y=0060 Z=FF82 | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=FF84 | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=FF84 | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=FF84 | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=FF84 | brne     $00DA
000DA | X=0062 Y=0060 Z=FF84 | st       Z, r1
000DC | X=0062 Y=0060 Z=FF84 | std      Z+1, r24
000DE | X=0062 Y=0060 Z=FF84 | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=FF86 | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=FF86 | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=FF86 | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=FF86 | brne     $00DA
000DA | X=0062 Y=0060 Z=FF86 | st       Z, r1
000DC | X=0062 Y=0060 Z=FF86 | std      Z+1, r24
000DE | X=0062 Y=0060 Z=FF86 | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=FF88 | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=FF88 | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=FF88 | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=FF88 | brne     $00DA
000DA | X=0062 Y=0060 Z=FF88 | st       Z, r1
000DC | X=0062 Y=0060 Z=FF88 | std      Z+1, r24
000DE | X=0062 Y=0060 Z=FF88 | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=FF8A | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=FF8A | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=FF8A | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=FF8A | brne     $00DA
000DA | X=0062 Y=0060 Z=FF8A | st       Z, r1
000DC | X=0062 Y=0060 Z=FF8A | std      Z+1, r24
000DE | X=0062 Y=0060 Z=FF8A | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=FF8C | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=FF8C | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=FF8C | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=FF8C | brne     $00DA
000DA | X=0062 Y=0060 Z=FF8C | st       Z, r1
000DC | X=0062 Y=0060 Z=FF8C | std      Z+1, r24
000DE | X=0062 Y=0060 Z=FF8C | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=FF8E | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=FF8E | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=FF8E | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=FF8E | brne     $00DA
000DA | X=0062 Y=0060 Z=FF8E | st       Z, r1
000DC | X=0062 Y=0060 Z=FF8E | std      Z+1, r24
000DE | X=0062 Y=0060 Z=FF8E | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=FF90 | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=FF90 | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=FF90 | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=FF90 | brne     $00DA
000DA | X=0062 Y=0060 Z=FF90 | st       Z, r1
000DC | X=0062 Y=0060 Z=FF90 | std      Z+1, r24
000DE | X=0062 Y=0060 Z=FF90 | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=FF92 | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=FF92 | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=FF92 | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=FF92 | brne     $00DA
000DA | X=0062 Y=0060 Z=FF92 | st       Z, r1
000DC | X=0062 Y=0060 Z=FF92 | std      Z+1, r24
000DE | X=0062 Y=0060 Z=FF92 | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=FF94 | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=FF94 | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=FF94 | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=FF94 | brne     $00DA
000DA | X=0062 Y=0060 Z=FF94 | st       Z, r1
000DC | X=0062 Y=0060 Z=FF94 | std      Z+1, r24
000DE | X=0062 Y=0060 Z=FF94 | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=FF96 | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=FF96 | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=FF96 | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=FF96 | brne     $00DA
000DA | X=0062 Y=0060 Z=FF96 | st       Z, r1
000DC | X=0062 Y=0060 Z=FF96 | std      Z+1, r24
000DE | X=0062 Y=0060 Z=FF96 | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=FF98 | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=FF98 | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=FF98 | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=FF98 | brne     $00DA
000DA | X=0062 Y=0060 Z=FF98 | st       Z, r1
000DC | X=0062 Y=0060 Z=FF98 | std      Z+1, r24
000DE | X=0062 Y=0060 Z=FF98 | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=FF9A | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=FF9A | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=FF9A | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=FF9A | brne     $00DA
000DA | X=0062 Y=0060 Z=FF9A | st       Z, r1
000DC | X=0062 Y=0060 Z=FF9A | std      Z+1, r24
000DE | X=0062 Y=0060 Z=FF9A | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=FF9C | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=FF9C | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=FF9C | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=FF9C | brne     $00DA
000DA | X=0062 Y=0060 Z=FF9C | st       Z, r1
000DC | X=0062 Y=0060 Z=FF9C | std      Z+1, r24
000DE | X=0062 Y=0060 Z=FF9C | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=FF9E | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=FF9E | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=FF9E | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=FF9E | brne     $00DA
000DA | X=0062 Y=0060 Z=FF9E | st       Z, r1
000DC | X=0062 Y=0060 Z=FF9E | std      Z+1, r24
000DE | X=0062 Y=0060 Z=FF9E | adiw     r30, $02
000E0 | X=0062 Y=0060 Z=FFA0 | ldi      r25, $FF
000E2 | X=0062 Y=0060 Z=FFA0 | cpi      r30, $A0
000E4 | X=0062 Y=0060 Z=FFA0 | cpc      r31, r25
000E6 | X=0062 Y=0060 Z=FFA0 | brne     $00DA
000E8 | X=0062 Y=0060 Z=FFA0 | rjmp     $00E8
000E8 | X=0062 Y=0060 Z=FFA0 | rjmp     $00E8
000E8 | X=0062 Y=0060 Z=FFA0 | rjmp     $00E8
000E8 | X=0062 Y=0060 Z=FFA0 | rjmp     $00E8
000E8 | X=0062 Y=0060 Z=FFA0 | rjmp     $00E8
000E8 | X=0062 Y=0060 Z=FFA0 | rjmp     $00E8
000E8 | X=0062 Y=0060 Z=FFA0 | rjmp     $00E8
000E8 | X=0062 Y=0060 Z=FFA0 | rjmp     $00E8
000E8 | X=0062 Y=0060 Z=FFA0 | rjmp     $00E8
000E8 | X=0062 Y=0060 Z=FFA0 | rjmp     $00E8
000E8 | X=0062 Y=0060 Z=FFA0 | rjmp     $00E8
000E8 | X=0062 Y=0060 Z=FFA0 | rjmp     $00E8
000E8 | X=0062 Y=0060 Z=FFA0 | rjmp     $00E8
000E8 | X=0062 Y=0060 Z=FFA0 | rjmp     $00E8
000E8 | X=0062 Y=0060 Z=FFA0 | rjmp     $00E8
000E8 | X=0062 Y=0060 Z=FFA0 | rjmp     $00E8
000E8 | X=0062 Y=0060 Z=FFA0 | rjmp     $00E8
000E8 | X=0062 Y=0060 Z=FFA0 | rjmp     $00E8
000E8 | X=0062 Y=0060 Z=FFA0 | rjmp     $00E8
000E8 | X=0062 Y=0060 Z=FFA0 | rjmp     $00E8
000E8 | X=0062 Y=0060 Z=FFA0 | rjmp     $00E8
000E8 | X=0062 Y=0060 Z=FFA0 | rjmp     $00E8
000E8 | X=0062 Y=0060 Z=FFA0 | rjmp     $00E8
000E8 | X=0062 Y=0060 Z=FFA0 | rjmp     $00E8
000E8 | X=0062 Y=0060 Z=FFA0 | rjmp     $00E8
000E8 | X=0062 Y=0060 Z=FFA0 | rjmp     $00E8
000E8 | X=0062 Y=0060 Z=FFA0 | rjmp     $00E8
000E8 | X=0062 Y=0060 Z=FFA0 | rjmp     $00E8
000E8 | X=0062 Y=0060 Z=FFA0 | rjmp     $00E8
000E8 | X=0062 Y=0060 Z=FFA0 | rjmp     $00E8
000E8 | X=0062 Y=0060 Z=FFA0 | rjmp     $00E8
000E8 | X=0062 Y=0060 Z=FFA0 | rjmp     $00E8
000E8 | X=0062 Y=0060 Z=FFA0 | rjmp     $00E8
000E8 | X=0062 Y=0060 Z=FFA0 | rjmp     $00E8
000E8 | X=0062 Y=0060 Z=FFA0 | rjmp     $00E8
000E8 | X=0062 Y=0060 Z=FFA0 | rjmp     $00E8
000E8 | X=0062 Y=0060 Z=FFA0 | rjmp     $00E8
000E8 | X=0062 Y=0060 Z=FFA0 | rjmp     $00E8
000E8 | X=0062 Y=0060 Z=FFA0 | rjmp     $00E8
000E8 | X=0062 Y=0060 Z=FFA0 | rjmp     $00E8
000E8 | X=0062 Y=0060 Z=FFA0 | rjmp     $00E8
000E8 | X=0062 Y=0060 Z=FFA0 | rjmp     $00E8
000E8 | X=0062 Y=0060 Z=FFA0 | rjmp     $00E8
000E8 | X=0062 Y=0060 Z=FFA0 | rjmp     $00E8
000E8 | X=0062 Y=0060 Z=FFA0 | rjmp     $00E8
000E8 | X=0062 Y=0060 Z=FFA0 | rjmp     $00E8
000E8 | X=0062 Y=0060 Z=FFA0 | rjmp     $00E8
000E8 | X=0062 Y=0060 Z=FFA0 | rjmp     $00E8
000E8 | X=0062 Y=0060 Z=FFA0 | rjmp     $00E8
000E8 | X=0062 Y=0060 Z=FFA0 | rjmp     $00E8
000E8 | X=0062 Y=0060 Z=FFA0 | rjmp     $00E8
000E8 | X=0062 Y=0060 Z=FFA0 | rjmp     $00E8
000E8 | X=0062 Y=0060 Z=FFA0 | rjmp     $00E8
000E8 | X=0062 Y=0060 Z=FFA0 | rjmp     $00E8
000E8 | X=0062 Y=0060 Z=FFA0 | rjmp     $00E8
000E8 | X=0062 Y=0060 Z=FFA0 | rjmp     $00E8
000E8 | X=0062 Y=0060 Z=FFA0 | rjmp     $00E8
000E8 | X=0062 Y=0060 Z=FFA0 | rjmp     $00E8
000E8 | X=0062 Y=0060 Z=FFA0 | rjmp     $00E8
000E8 | X=0062 Y=0060 Z=FFA0 | rjmp     $00E8
000E8 | X=0062 Y=0060 Z=FFA0 | rjmp     $00E8
000E8 | X=0062 Y=0060 Z=FFA0 | rjmp     $00E8
000E8 | X=0062 Y=0060 Z=FFA0 | rjmp     $00E8
000E8 | X=0062 Y=0060 Z=FFA0 | rjmp     $00E8
000E8 | X=0062 Y=0060 Z=FFA0 | rjmp     $00E8
000E8 | X=0062 Y=0060 Z=FFA0 | rjmp     $00E8
000E8 | X=0062 Y=0060 Z=FFA0 | rjmp     $00E8
000E8 | X=0062 Y=0060 Z=FFA0 | rjmp     $00E8
000E8 | X=0062 Y=0060 Z=FFA0 | rjmp     $00E8
000E8 | X=0062 Y=0060 Z=FFA0 | rjmp     $00E8
000E8 | X=0062 Y=0060 Z=FFA0 | rjmp     $00E8
000E8 | X=0062 Y=0060 Z=FFA0 | rjmp     $00E8
000E8 | X=0062 Y=0060 Z=FFA0 | rjmp     $00E8
000E8 | X=0062 Y=0060 Z=FFA0 | rjmp     $00E8
000E8 | X=0062 Y=0060 Z=FFA0 | rjmp     $00E8
000E8 | X=0062 Y=0060 Z=FFA0 | rjmp     $00E8
